house,money,location,house_info,house_type,part
御湖国际 2室1厅 4200元,4200,玄武红山,-61㎡东2室1厅1卫,all,玄武
兰园小区 2室1厅 5000元,5000,玄武北京东路,-65㎡南2室1厅1卫,all,玄武
东大影壁 2室1厅 3400元,3400,玄武珠江路,-44㎡南2室1厅1卫,all,玄武
东箭道 2室2厅 4000元,4000,玄武长江路,-72㎡南 北2室2厅1卫,all,玄武
营苑新寓 2室1厅 2300元,2300,玄武迈皋桥,-60㎡南 北2室1厅1卫,all,玄武
紫金联合立方 4房间1卫 6800元,6800,玄武红山,-68㎡南3室1厅1卫,all,玄武
谷阳大厦 4室1厅 9200元,9200,玄武长江路,-104㎡南4室1厅1卫,all,玄武
北苑一村 2室1厅 2300元,2300,玄武迈皋桥,-71㎡南2室1厅1卫,all,玄武
南理工华园小区 2室1厅 3600元,3600,玄武孝陵卫,-64㎡南 北2室1厅1卫,all,玄武
太平桥南 2室1厅 3500元,3500,玄武长江路,-60㎡东 西2室1厅1卫,all,玄武
紫金华府 3室2厅 4800元,4800,玄武孝陵卫,-100㎡南3室2厅1卫,all,玄武
紫金墨香苑 1室1厅 1500元,1500,玄武月苑,-45㎡南1室1厅1卫,all,玄武
奥克斯钟山府 4室2厅 7500元,7500,玄武仙林,-130㎡南4室2厅2卫,all,玄武
后宰门清溪村 1室1厅 2200元,2200,玄武后宰门,-35㎡南 北1室1厅1卫,all,玄武
碑亭巷 2室1厅 3500元,3500,玄武长江路,-67㎡南2室1厅1卫,all,玄武
双拜巷 3室1厅 1100元,1100,玄武孝陵卫,-12㎡北3室1厅1卫,all,玄武
十字街70号 1室1厅 1900元,1900,玄武红山,-42㎡南 北1室1厅1卫,all,玄武
银城东苑东篱苑 2室2厅 4600元,4600,玄武卫岗,-102㎡南2室2厅1卫,all,玄武
新世界中心 3室1厅 9200元,9200,玄武长江路,-100㎡南3室1厅0卫,all,玄武
新世界中心 3室0厅 9000元,9000,玄武长江路,-112㎡南 北3室0厅0卫,all,玄武
紫金山松林谷 1室1厅 6500元,6500,玄武樱驼花园,-99㎡南1室1厅1卫,all,玄武
钟麓花园 2室1厅 2600元,2600,玄武锁金村,-56㎡南2室1厅1卫,all,玄武
营苑新寓 3室2厅 2600元,2600,玄武迈皋桥,-78㎡南 北3室2厅1卫,all,玄武
长江花园 2室1厅 3800元,3800,玄武长江路,-56㎡东2室1厅1卫,all,玄武
银城东苑紫荆苑 3室2厅 5000元,5000,玄武卫岗,-123㎡南 北3室2厅2卫,all,玄武
整租 · 卫岗26号小区 2室1厅,2900,玄武卫岗,-60㎡南2室1厅1卫,all,玄武
整租 · 紫金柳苑小区 1室1厅,2900,玄武孝陵卫,-55㎡南1室1厅1卫,all,玄武
汉府雅苑 2室2厅 8500元,8500,玄武长江路,-106㎡南 北2室2厅1卫,all,玄武
珠江路 2室1厅 3300元,3300,玄武珠江路,-48㎡南 北2室1厅1卫,all,玄武
整租 · 花红园 2室1厅,3290,玄武珠江路,-50㎡南2室1厅1卫,all,玄武
整租 · 花红园 2室1厅,3290,玄武珠江路,-48㎡南2室1厅1卫,all,玄武
整租 · 居安里 1室1厅,2800,玄武丹凤街,-45㎡南1室1厅1卫,all,玄武
晏公庙新村 2室1厅 2500元,2500,玄武孝陵卫,-70㎡南2室1厅1卫,all,玄武
进香河 2室1厅 3800元,3800,玄武珠江路,-68㎡南 北2室1厅1卫,all,玄武
紫金华府 3室2厅 5500元,5500,玄武孝陵卫,-100㎡南 北3室2厅1卫,all,玄武
韶山路小区 2室1厅 2500元,2500,玄武红山,-60㎡南 北2室1厅1卫,all,玄武
珠江路 2室1厅 4200元,4200,玄武珠江路,-71㎡南 北2室1厅1卫,all,玄武
佛心桥 2室1厅 1300元,1300,玄武后宰门,-54㎡西2室1厅1卫,all,玄武
未来城 1室1厅 4200元,4200,玄武长江路,-55㎡南1室1厅1卫,all,玄武
木马公寓 1室0厅 3000元,3000,玄武丹凤街,-28㎡北1室0厅1卫,all,玄武
北门桥小区 1室1厅 3300元,3300,玄武长江路,-50㎡南 北1室1厅1卫,all,玄武
花园路15号 2室1厅 2500元,2500,玄武锁金村,-73㎡南2室1厅1卫,all,玄武
整租 · 韶山路小区 3室1厅,2800,玄武红山,-80㎡南 北3室1厅1卫,all,玄武
大石桥 2室1厅 5000元,5000,玄武丹凤街,-72㎡南 北2室1厅1卫,all,玄武
营苑西村 3室1厅 2500元,2500,玄武迈皋桥,-80㎡南 北3室1厅1卫,all,玄武
御林山庄 3室2厅 3800元,3800,玄武红山,-109㎡南3室2厅1卫,all,玄武
御湖国际 2室1厅 10000元,10000,玄武红山,-123㎡南2室1厅2卫,all,玄武
曹后村9号小区 2室1厅 2600元,2600,玄武红山,-53㎡南2室1厅1卫,all,玄武
金轮翠庭园 2室2厅 4200元,4200,玄武卫岗,-90㎡南2室2厅1卫,all,玄武
五矿晏山居 3室1厅 5100元,5100,玄武孝陵卫,-98㎡南 北3室1厅1卫,all,玄武
珠江路 2室1厅 3500元,3500,玄武珠江路,-53㎡南2室1厅1卫,all,玄武
珠江路653号 1室1厅 2400元,2400,玄武珠江路,-40㎡南 北1室1厅1卫,all,玄武
九华山小区 1室1厅 1300元,1300,玄武北京东路,-8㎡北1室1厅1卫,all,玄武
南林一村 2室1厅 3300元,3300,玄武锁金村,-65㎡南2室1厅1卫,all,玄武
凯润金城 1室1厅 5200元,5200,玄武长江路,-48㎡东1室1厅1卫,all,玄武
珠江路 3室1厅 3900元,3900,玄武珠江路,-72㎡西3室1厅1卫,all,玄武
紫萝苑 2室1厅 2500元,2500,玄武月苑,-55㎡南 北2室1厅1卫,all,玄武
凯润金城 1室1厅 5500元,5500,玄武长江路,-55㎡北1室1厅1卫,all,玄武
北苑一村 3室0厅 2400元,2400,玄武迈皋桥,-67㎡南3室0厅1卫,all,玄武
百子亭 2室1厅 4800元,4800,玄武玄武门,-58㎡南2室1厅1卫,all,玄武
卫岗26号小区 2室1厅 2900元,2900,玄武卫岗,-55㎡南2室1厅1卫,all,玄武
紫金华府 3室2厅 4100元,4100,玄武孝陵卫,-99㎡南3室2厅1卫,all,玄武
中电颐和家园尚玄 3室2厅 4200元,4200,玄武红山,-90㎡南 北3室2厅1卫,all,玄武
金轮翠庭园 2室2厅 4200元,4200,玄武卫岗,-90㎡南 北2室2厅1卫,all,玄武
木马公寓 1室0厅 2900元,2900,玄武丹凤街,-28㎡北1室0厅1卫,all,玄武
花园路70号 2室2厅 3500元,3500,玄武锁金村,-76㎡南 北2室2厅1卫,all,玄武
演武新村 2室1厅 3200元,3200,玄武北京东路,-52㎡南 北2室1厅1卫,all,玄武
整租 · 居安里 2室1厅,3600,玄武丹凤街,-65㎡南2室1厅1卫,all,玄武
御湖国际 2室1厅 7500元,7500,玄武红山,-95㎡南 西2室1厅1卫,all,玄武
整租 · 韶山路小区 1室1厅,3000,玄武红山,-45㎡南1室1厅1卫,all,玄武
新世界中心 1室1厅 17900元,17900,玄武长江路,-205㎡南 北1室1厅0卫,all,玄武
整租 · 北苑一村 3室1厅,2400,玄武迈皋桥,-60㎡南3室1厅1卫,all,玄武
整租 · 四牌楼 1室1厅,2950,玄武珠江路,-47㎡南1室1厅1卫,all,玄武
整租 · 十字街2号 2室1厅,2300,玄武红山,-60㎡南2室1厅1卫,all,玄武
五矿晏山居 3室2厅 6000元,6000,玄武孝陵卫,-83㎡南3室2厅1卫,all,玄武
同仁新寓 2室1厅 3800元,3800,玄武丹凤街,-57㎡西2室1厅1卫,all,玄武
兴贤佳园修贤苑 2室1厅 2500元,2500,玄武迈皋桥,-60㎡南 北2室1厅1卫,all,玄武
整租 · 后半山园4号 2室2厅 4000元,4000,玄武后宰门,-80㎡南 北2室2厅1卫,all,玄武
华利国际 2室1厅 7500元,7500,玄武丹凤街,-80㎡南2室1厅1卫,all,玄武
鸡鸣山庄 2室1厅 3100元,3100,玄武玄武门,-45㎡南2室1厅1卫,all,玄武
都市公社 2房间1卫 2300元,2300,玄武孝陵卫,-34㎡南1室1厅1卫,all,玄武
新世界中心 1室0厅 21000元,21000,玄武长江路,-256㎡北1室0厅0卫,all,玄武
羲和 3室2厅 15000元,15000,玄武丹凤街,-141㎡东南 南3室2厅2卫,all,玄武
后宰门街32号 1室1厅 1300元,1300,玄武后宰门,-15㎡南1室1厅1卫,all,玄武
高楼门 2室1厅 2800元,2800,玄武玄武门,-56㎡东 西2室1厅1卫,all,玄武
红山美居 1房间1卫 2200元,2200,玄武红山,-46㎡南1室0厅1卫,all,玄武
康定里 2室1厅 2600元,2600,玄武卫岗,-60㎡南 北2室1厅1卫,all,玄武
东方城启明园 3室1厅 3500元,3500,玄武樱驼花园,-80㎡南 北3室1厅1卫,all,玄武
月苑二村 3室1厅 2500元,2500,玄武月苑,-80㎡南 北3室1厅1卫,all,玄武
紫金墨香苑 3室1厅 2300元,2300,玄武月苑,-88㎡南 北3室1厅1卫,all,玄武
梅园新村 2室1厅 4600元,4600,玄武长江路,-66㎡南2室1厅1卫,all,玄武
紫金华府 1室1厅 1000元,1000,玄武孝陵卫,-9㎡北1室1厅1卫,all,玄武
文德里村 1室1厅 2800元,2800,玄武珠江路,-30㎡南1室1厅1卫,all,玄武
整租 · 营苑西村 2室1厅,2300,玄武迈皋桥,-70㎡南2室1厅1卫,all,玄武
锁金五村16号 2室1厅 3600元,3600,玄武锁金村,-62㎡南2室1厅1卫,all,玄武
兴贤佳园修贤苑 2室1厅 2700元,2700,玄武迈皋桥,-75㎡南2室1厅1卫,all,玄武
花园路7号 2室1厅 2800元,2800,玄武锁金村,-65㎡南2室1厅1卫,all,玄武
东方城启明园 2室1厅 3300元,3300,玄武樱驼花园,-70㎡南 北2室1厅1卫,all,玄武
公教一村 1室1厅 4600元,4600,玄武北京东路,-53㎡南1室1厅1卫,all,玄武
公教一村 1室1厅 4600元,4600,玄武北京东路,-53㎡南1室1厅1卫,all,玄武
锁金五村 1室1厅 2500元,2500,玄武锁金村,-45㎡南1室1厅1卫,all,玄武
五矿晏山居 5室2厅 12000元,12000,玄武孝陵卫,-168㎡南 北5室2厅2卫,all,玄武
韶山路小区 2室1厅 2500元,2500,玄武红山,-50㎡南 北2室1厅1卫,all,玄武
铁匠营 3室1厅 1200元,1200,玄武孝陵卫,-12㎡南 北3室1厅1卫,all,玄武
佛心桥 1室1厅 2600元,2600,玄武后宰门,-46㎡南1室1厅1卫,all,玄武
北苑一村 1室1厅 1700元,1700,玄武迈皋桥,-35㎡南1室1厅1卫,all,玄武
丹凤新寓 2室1厅 4000元,4000,玄武丹凤街,-70㎡西南2室1厅1卫,all,玄武
月新花园 2室1厅 3800元,3800,玄武北京东路,-80㎡南 北2室1厅1卫,all,玄武
大纱帽巷38号 1室1厅 2800元,2800,玄武珠江路,-35㎡南 北1室1厅1卫,all,玄武
峨嵋公寓 1室1厅 4300元,4300,玄武玄武门,-52㎡东1室1厅1卫,all,玄武
小卫街 1室1厅 2100元,2100,玄武孝陵卫,-25㎡南 北1室1厅1卫,all,玄武
整租 · 太平桥南 2室1厅,3690,玄武长江路,-64㎡东北2室1厅1卫,all,玄武
整租 · 木马公寓 2室1厅,4130,玄武丹凤街,-54㎡南2室1厅1卫,all,玄武
整租 · 丹凤新寓 1室1厅,2860,玄武丹凤街,-47㎡南1室1厅1卫,all,玄武
整租 · 御湖国际 1室1厅,3200,玄武红山,-35㎡南1室1厅1卫,all,玄武
北苑二村 2室1厅 2500元,2500,玄武迈皋桥,-79㎡南 北2室1厅1卫,all,玄武
后宰门街32号 2室1厅 3200元,3200,玄武后宰门,-56㎡南 北2室1厅1卫,all,玄武
整租 · 营苑南路 2室1厅,2100,玄武迈皋桥,-65㎡南2室1厅1卫,all,玄武
丹凤街 2室1厅 3200元,3200,玄武丹凤街,-50㎡东2室1厅1卫,all,玄武
银城东苑紫荆苑 2室2厅 4400元,4400,玄武卫岗,-92㎡南2室2厅1卫,all,玄武
石婆婆庵 1室1厅 2600元,2600,玄武长江路,-40㎡南1室1厅1卫,all,玄武
后宰门街 1室1厅 2300元,2300,玄武后宰门,-40㎡南1室1厅1卫,all,玄武
宁栖园 2室1厅 3500元,3500,玄武锁金村,-78㎡南 北2室1厅1卫,all,玄武
御湖国际 2室1厅 4000元,4000,玄武红山,-61㎡东2室1厅1卫,all,玄武
新世界中心 1室0厅 1000元,1000,玄武长江路,-17㎡南1室0厅0卫,all,玄武
整租 · 万和尊邸 1室1厅,3800,玄武玄武门,-38㎡南1室1厅1卫,all,玄武
花园路19号 3室1厅 3200元,3200,玄武锁金村,-63㎡南 北3室1厅1卫,all,玄武
奥克斯钟山府 3室2厅 10000元,10000,玄武仙林,-127㎡南 北3室2厅2卫,all,玄武
凯润金城 1室1厅 5000元,5000,玄武长江路,-58㎡南1室1厅1卫,all,玄武
同仁街 2室1厅 3500元,3500,玄武丹凤街,-60㎡南 北2室1厅1卫,all,玄武
后宰门街32号 2室1厅 2900元,2900,玄武后宰门,-58㎡南 北2室1厅1卫,all,玄武
罗汉巷 2室1厅 3000元,3000,玄武孝陵卫,-65㎡南2室1厅1卫,all,玄武
银城东苑望山苑 1室1厅 1600元,1600,玄武卫岗,-13㎡南1室1厅1卫,all,玄武
壹零壹座 1室1厅 4500元,4500,玄武长江路,-51㎡东1室1厅1卫,all,玄武
大钟新村 2室1厅 4200元,4200,玄武玄武门,-64㎡南2室1厅1卫,all,玄武
韶山路小区 2室1厅 2500元,2500,玄武红山,-48㎡南 北2室1厅1卫,all,玄武
红山路157号 2室1厅 2700元,2700,玄武红山,-66㎡南 北2室1厅1卫,all,玄武
佳诚花园南区 3室1厅 4300元,4300,玄武孝陵卫,-100㎡南3室1厅1卫,all,玄武
丹凤街 1室1厅 2200元,2200,玄武丹凤街,-50㎡东 西1室1厅1卫,all,玄武
兴贤佳园修贤苑 2室1厅 1500元,1500,玄武迈皋桥,-57㎡南 北2室1厅1卫,all,玄武
华侨新村紫薇苑 5室2厅 8600元,8600,玄武樱驼花园,-218㎡南 北5室2厅3卫,all,玄武
珠江路 2室1厅 3500元,3500,玄武珠江路,-50㎡南 北2室1厅1卫,all,玄武
中海玄武公馆 3室2厅 8000元,8000,玄武红山,-130㎡南 北3室2厅1卫,all,玄武
锁金村7号 3室0厅 3500元,3500,玄武锁金村,-68㎡南3室0厅1卫,all,玄武
五矿晏山居 1室1厅 4000元,4000,玄武孝陵卫,-59㎡南1室1厅1卫,all,玄武
东大影壁 3室1厅 5000元,5000,玄武珠江路,-73㎡南3室1厅1卫,all,玄武
新世界中心 2室1厅 10300元,10300,玄武长江路,-110㎡南2室1厅0卫,all,玄武
整租 · 太平花园 3室2厅 6000元,6000,玄武北京东路,-111㎡南3室2厅1卫,all,玄武
十字街70号 3室0厅 1000元,1000,玄武红山,-70㎡北3室0厅1卫,all,玄武
丹凤街 鱼市街 鼓楼 珠江路 石婆婆巷 尖角营小区,3200,玄武丹凤街,-40㎡东 西1室1厅1卫,all,玄武
花园路 2室1厅 3000元,3000,玄武锁金村,-70㎡南2室1厅1卫,all,玄武
进香河 1室1厅 3200元,3200,玄武珠江路,-38㎡南1室1厅1卫,all,玄武
同仁新寓 2室1厅 3200元,3200,玄武丹凤街,-59㎡西北2室1厅1卫,all,玄武
整租 · 太平门东街 3室1厅,4400,玄武北京东路,-80㎡南3室1厅1卫,all,玄武
峨嵋新村 2室1厅 3700元,3700,玄武玄武门,-60㎡南2室1厅1卫,all,玄武
裕德里小区 2室1厅 3800元,3800,玄武长江路,-49㎡南2室1厅1卫,all,玄武
新庄村53号 2室1厅 3000元,3000,玄武红山,-67㎡南2室1厅1卫,all,玄武
富贵山小区 2室1厅 2800元,2800,玄武后宰门,-56㎡南2室1厅1卫,all,玄武
十字街70号 2室1厅 2600元,2600,玄武红山,-64㎡南2室1厅1卫,all,玄武
演武新村 1室1厅 2800元,2800,玄武北京东路,-40㎡南 北1室1厅1卫,all,玄武
网巾市小区 2室1厅 2500元,2500,玄武长江路,-20㎡南2室1厅1卫,all,玄武
德基大厦 1室0厅 45420元,45420,玄武长江路,-352㎡西南1室0厅0卫,all,玄武
如意里 3室1厅 1150元,1150,玄武长江路,-10㎡南3室1厅1卫,all,玄武
北苑二村 2室1厅 2500元,2500,玄武迈皋桥,-55㎡南 北2室1厅1卫,all,玄武
木马公寓 1室1厅 3200元,3200,玄武丹凤街,-30㎡北1室1厅1卫,all,玄武
新立基大厦 1室0厅 17200元,17200,玄武玄武门,-250㎡南1室0厅0卫,all,玄武
新立基大厦 1室0厅 17200元,17200,玄武玄武门,-250㎡南1室0厅0卫,all,玄武
黄埔花园 3室2厅 5400元,5400,玄武后宰门,-125㎡南3室2厅2卫,all,玄武
成贤大厦 3房间1卫 6300元,6300,玄武珠江路,-90㎡南 北2室1厅1卫,all,玄武
丁字巷52号 1室1厅 2600元,2600,玄武北京东路,-40㎡南1室1厅1卫,all,玄武
后宰门西村 1室0厅 5800元,5800,玄武后宰门,-60㎡南1室0厅1卫,all,玄武
赞成湖畔居 2室2厅 3700元,3700,玄武红山,-90㎡南2室2厅1卫,all,玄武
新庄花园 2室1厅 3000元,3000,玄武红山,-65㎡南2室1厅1卫,all,玄武
整租 · 东大影壁5号 2室1厅,3400,玄武珠江路,-70㎡南2室1厅1卫,all,玄武
整租 · 东大影壁1号 2室1厅,3400,玄武珠江路,-68㎡东南2室1厅1卫,all,玄武
居安里 3室1厅 4600元,4600,玄武丹凤街,-69㎡南 北3室1厅1卫,all,玄武
奥克斯钟山府 3室2厅 6500元,6500,玄武仙林,-90㎡南3室2厅1卫,all,玄武
御湖国际 1室0厅 3800元,3800,玄武红山,-55㎡西1室0厅1卫,all,玄武
锁金三村 2室1厅 2900元,2900,玄武锁金村,-58㎡南 北2室1厅1卫,all,玄武
万科红郡 4室3厅 12000元,12000,玄武红山,-238㎡南 北4室3厅3卫,all,玄武
御湖国际 2室1厅 5500元,5500,玄武红山,-76㎡南2室1厅1卫,all,玄武
花园路70号 1室0厅 800元,800,玄武锁金村,-15㎡南 西北 北1室0厅1卫,all,玄武
昆仑路 3室1厅 4800元,4800,玄武玄武门,-70㎡南3室1厅1卫,all,玄武
紫金华府 3室2厅 2200元,2200,玄武孝陵卫,-120㎡南3室2厅2卫,all,玄武
高楼门 1室1厅 3100元,3100,玄武玄武门,-45㎡南1室1厅1卫,all,玄武
十字街70号 2室1厅 2400元,2400,玄武红山,-63㎡南 北2室1厅1卫,all,玄武
整租 · 御湖国际 1室1厅,2800,玄武红山,-40㎡南1室1厅1卫,all,玄武
整租 · 御湖国际 1室1厅,2900,玄武红山,-40㎡南1室1厅1卫,all,玄武
都市公社 2房间1卫 2200元,2200,玄武孝陵卫,-23㎡北1室1厅1卫,all,玄武
文昌桥2号 3室1厅 5000元,5000,玄武珠江路,-65㎡南 北3室1厅1卫,all,玄武
整租 · 汇文里 1室0厅,1500,玄武长江路,-13㎡北1室0厅1卫,all,玄武
整租 · 万和尊邸 1室1厅,2990,玄武玄武门,-29㎡南1室1厅1卫,all,玄武
整租 · 中电颐和家园睿域 1室1厅,3000,玄武红山,-45㎡南1室1厅1卫,all,玄武
整租 · 营苑新寓 2室1厅,2300,玄武迈皋桥,-60㎡南2室1厅1卫,all,玄武
红山路173号 2室1厅 2500元,2500,玄武红山,-65㎡南 北2室1厅1卫,all,玄武
整租 · 紫萝苑 2室1厅,2200,玄武月苑,-65㎡南2室1厅1卫,all,玄武
中电颐和家园一期 3室2厅 3500元,3500,玄武红山,-153㎡南 北3室2厅1卫,all,玄武
整租 · 峨嵋公寓 1室1厅,3500,玄武玄武门,-45㎡南1室1厅1卫,all,玄武
整租 · 御湖国际 1室1厅,2800,玄武红山,-45㎡东南1室1厅1卫,all,玄武
新世界中心 1室0厅 18000元,18000,玄武长江路,-221㎡西北1室0厅0卫,all,玄武
珠江路511号 2室1厅 3500元,3500,玄武珠江路,-70㎡南 北2室1厅1卫,all,玄武
相府营 3室1厅 4700元,4700,玄武长江路,-85㎡南 北3室1厅1卫,all,玄武
南理工西园小区 1室1厅 3000元,3000,玄武孝陵卫,-30㎡南 北1室1厅1卫,all,玄武
整租 · 万和尊邸 1室1厅,3090,玄武玄武门,-25㎡南1室1厅1卫,all,玄武
后半山园4号 2室1厅 3300元,3300,玄武后宰门,-59㎡南 北2室1厅1卫,all,玄武
锁金四村 2室1厅 3500元,3500,玄武锁金村,-53㎡南2室1厅1卫,all,玄武
双拜巷教师公寓 2室2厅 3000元,3000,玄武孝陵卫,-78㎡东南2室2厅1卫,all,玄武
珠江路 2室1厅 4000元,4000,玄武珠江路,-57㎡南2室1厅1卫,all,玄武
丁字巷52号 2室1厅 2800元,2800,玄武北京东路,-58㎡南 北2室1厅1卫,all,玄武
新世界中心 0室1厅 17100元,17100,玄武长江路,-204㎡西南0室1厅1卫,all,玄武
南京林业大学二村 2室1厅 8000元,8000,玄武锁金村,-60㎡南 北2室1厅1卫,all,玄武
花园路7号 3室1厅 3000元,3000,玄武锁金村,-90㎡南 北3室1厅1卫,all,玄武
长江花园 2室2厅 7000元,7000,玄武长江路,-125㎡南2室2厅2卫,all,玄武
仙居雅苑 3室1厅 2600元,2600,玄武仙鹤门,-75㎡南3室1厅1卫,all,玄武
东大影壁3号 2室1厅 3800元,3800,玄武珠江路,-50㎡南 北2室1厅1卫,all,玄武
五矿晏山居 3室2厅 5600元,5600,玄武孝陵卫,-88㎡南 北3室2厅1卫,all,玄武
木马公寓 1室0厅 3800元,3800,玄武丹凤街,-41㎡南1室0厅1卫,all,玄武
阳光嘉园 2室2厅 3800元,3800,玄武红山,-104㎡南 北2室2厅1卫,all,玄武
红森公寓 3室2厅 4000元,4000,玄武红山,-130㎡南3室2厅2卫,all,玄武
整租 · 太平桥南 2室1厅,3700,玄武长江路,-67㎡南2室1厅1卫,all,玄武
曹后村10号 1室1厅 1500元,1500,玄武红山,-25㎡南1室1厅1卫,all,玄武
整租 · 丹凤街 2室1厅,4200,玄武丹凤街,-60㎡南2室1厅1卫,all,玄武
丹凤新寓 2室1厅 3600元,3600,玄武丹凤街,-62㎡西2室1厅1卫,all,玄武
花红园 3室1厅 4600元,4600,玄武珠江路,-80㎡南 西3室1厅1卫,all,玄武
华能城市花园 2室2厅 11000元,11000,玄武珠江路,-91㎡南2室2厅1卫,all,玄武
整租 · 碑亭巷 2室1厅,3500,玄武长江路,-62㎡南2室1厅1卫,all,玄武
花红园 1室1厅 2500元,2500,玄武珠江路,-45㎡东 西1室1厅1卫,all,玄武
富贵山小区 3室1厅 3600元,3600,玄武后宰门,-72㎡南 北3室1厅1卫,all,玄武
华能城市花园 3室2厅 12000元,12000,玄武珠江路,-138㎡南 北3室2厅2卫,all,玄武
奥克斯钟山府 3室2厅 6000元,6000,玄武仙林,-89㎡南 北3室2厅1卫,all,玄武
樱铁村小区 2室1厅 2200元,2200,玄武樱驼花园,-59㎡南2室1厅1卫,all,玄武
德基紫金南苑 5室1厅 9000元,9000,玄武卫岗,-165㎡南 北5室1厅2卫,all,玄武
壹零壹座 2室1厅 6000元,6000,玄武长江路,-56㎡东2室1厅1卫,all,玄武
木马公寓 1室0厅 3000元,3000,玄武丹凤街,-28㎡北1室0厅1卫,all,玄武
凯润金城 2室1厅 7600元,7600,玄武长江路,-75㎡西北2室1厅1卫,all,玄武
花园路 2室1厅 2800元,2800,玄武锁金村,-69㎡南2室1厅1卫,all,玄武
